CNTSTUID,NatCen,PV1MATH,PV1READ,PV1SCIE,Nivel,Modalidad,Sostenimiento,W_FSTUWT
48406671,048400,352.75,356.881,384.429,2,4,1,194.7205
48406674,048400,359.636,378.633,383.727,2,4,1,129.9171
48406679,048400,437.485,509.817,467.24,2,4,1,199.8666
48406680,048400,469.474,474.076,475.92,2,4,1,191.9166
48406682,048400,462.124,519.925,529.011,2,4,1,40.91307
48406690,048400,538.635,480.624,455.245,2,4,1,104.7357
48406692,048400,327.192,333.574,354.54,2,4,1,197.1155
48406698,048400,390.055,348.99,357.036,2,4,1,164.2023
48406713,048400,440.862,505.194,466.715,2,4,1,33.91455
48406714,048400,373.902,386.546,361.201,2,4,1,199.8666
48406722,048400,329.805,319.071,354.136,2,4,1,222.6343
48406725,048400,534.236,511.027,507.924,2,4,1,194.7205
48406736,048400,413.314,473.556,428.873,2,4,1,162.4588
48406737,048400,422.755,365.152,371.222,2,4,1,33.91455
48406742,048400,506.103,443.176,364.301,2,4,1,121.4604
48406743,048400,472.357,444.307,500.333,2,4,1,197.4895
48406744,048400,343.111,348.256,331.982,2,4,1,149.8804
48406749,048400,415.78,548.082,483.823,2,4,1,173.2225
48406751,048400,399.086,477.335,432.845,2,4,1,152.6907
48406755,048400,294.68,321.463,334.286,2,4,1,323.0063
48406765,048400,505.229,472.044,514.389,2,4,1,49.08976
48406768,048400,360.118,447.516,428.597,2,4,1,92.85741
48406771,048400,474.362,476.466,425.493,2,4,1,82.11535
48406772,048400,341.717,445.211,417.983,2,4,1,179.6508
48406778,048400,479.078,519.541,455.713,2,4,1,143.0677
48406781,048400,480.821,431.452,450.968,2,4,1,95.69289
48406800,048400,579.288,533.561,571.677,2,4,1,49.08976
48406801,048400,385.968,391.795,358.967,2,4,1,323.8158
48406806,048400,461.869,534.012,500.868,2,4,1,173.2225
48406809,048400,367.153,425.322,420.306,2,4,1,49.08976
48406812,048400,409.89,408.174,440.64,2,4,1,323.0063
48406814,048400,401.187,326.396,401.08,2,4,1,234.4284
48406824,048400,493.918,507.175,509.005,2,4,1,133.0399
48406826,048400,462.85,502.809,422.228,2,4,1,135.0113
48406828,048400,388.995,385.499,381.007,2,4,1,79.75289
48406843,048400,338.135,333.888,334.785,2,4,1,75.53341
48406851,048400,512.288,364.516,437.57,2,4,1,135.5083
48406852,048400,345.98,280.508,317.276,2,4,1,200.4942
48406853,048400,326.167,347.647,357.104,2,4,1,213.5915
48406862,048400,366.131,393.999,376.265,2,4,1,201.0125
48406863,048400,514.124,446.933,393.721,2,4,1,155.0743
48406865,048400,446.925,439.548,475.272,2,4,1,137.1033
48406868,048400,310.382,296.222,331.592,2,4,1,164.2023
48406869,048400,446.857,485.72,369.923,2,4,1,133.0399
48406875,048400,504.162,511.535,521.247,2,4,1,36.80763
48406876,048400,439.517,464.424,464.572,2,4,1,125.8222
48406878,048400,502.826,562.853,520.156,2,4,1,213.7499
48406882,048400,391.282,410.638,349.775,2,4,1,152.6907
48406886,048400,286.092,346.458,357.597,2,4,1,162.4588
48406887,048400,309.859,271.47,300.887,2,4,1,200.4942
48406890,048400,479.583,522.739,535.156,2,4,1,217.3073
48406893,048400,541.458,512.533,517.121,2,4,1,49.08976
48406902,048400,402.86,470.873,452.943,2,4,1,114.3824
48406916,048400,465.351,504.564,479.249,2,4,1,184.6625
48406918,048400,418.506,428.032,414.596,2,4,1,143.0677
48406931,048400,467.86,543.79,475.582,2,4,1,133.0399
48406933,048400,381.217,402.901,362.364,2,4,1,126.8469
48406945,048400,389.405,362.377,397.679,2,4,1,107.6589
48406956,048400,398.781,456.059,403.092,2,4,1,184.9588
48406957,048400,525.874,495.679,486.435,2,4,1,168.3892
48406962,048400,404.208,468.692,386.995,2,4,1,164.844
48406964,048400,405.755,457.123,433.626,2,4,1,112.5177
48406968,048400,448.499,408.174,409.564,2,4,1,194.4186
48406972,048400,304.617,264.924,318.365,2,4,1,182.2674
48406974,048400,515.788,490.923,485.413,2,4,1,164.7714
48406979,048400,468.546,412.956,450.344,2,4,1,117.7825
48406981,048400,441.293,423.603,462.056,2,4,1,164.2023
48406983,048400,354.326,431.285,388.859,2,4,1,173.2225
48406992,048400,577.511,539.831,565.122,2,4,1,196.9985
48406996,048400,467.122,418.618,440.676,2,4,1,211.4802
48406997,048400,463.146,520.49,464.954,2,4,1,152.6907
48407001,048400,440.364,355.46,388.483,2,4,1,159.248
48407005,048400,294.848,348.646,340.531,2,4,1,126.8469
48407015,048400,439.309,389.868,335.077,2,4,1,167.8879
48407016,048400,365.98,353.036,359.692,2,4,1,200.4942
48407020,048400,604.187,574.788,559.046,2,4,1,184.6625
48407023,048400,427.491,487.067,490.049,2,4,1,112.5177
48407025,048400,442.236,497.429,478.13,2,4,1,124.9004
48407029,048400,457.115,465.635,388.881,2,4,1,133.0399
48407030,048400,332.095,390.572,352.493,2,4,1,179.6508
48407031,048400,419.538,439.223,415.694,2,4,1,223.9971
48407032,048400,549.048,556.113,528.573,2,4,1,49.08976
48407034,048400,389.184,398.143,394.366,2,4,1,186.6071
48407036,048400,368.89,397.488,385.11,2,4,1,86.77289
48407039,048400,340.929,389.91,361.401,2,4,1,86.77289
48407049,048400,391.531,419.575,427.663,2,4,1,229.4898
48407055,048400,399.095,324.966,307.958,2,4,1,307.625
48407056,048400,356.082,370.511,343.222,2,4,1,181.9977
48407064,048400,279.801,320.291,349.624,2,4,1,118.4714
48407067,048400,385.448,412.143,395.406,2,4,1,184.5628
48407068,048400,475.333,500.321,449.422,2,4,1,143.0677
48407080,048400,441.761,523.583,511.223,2,4,1,79.75289
48407089,048400,449.688,523.725,451.482,2,4,1,91.96882
48407094,048400,349.33,323.627,324.34,2,4,1,229.4898
48407099,048400,445.8,361.649,348.181,2,4,1,194.4186
48407103,048400,403.009,438.19,461.266,2,4,1,79.75289
48407104,048400,315.344,369.155,340.645,2,4,1,145.9705
48407111,048400,415.985,549.242,498.286,2,4,1,164.7714
48407121,048400,504.814,472.426,477.886,2,4,1,161.6747
48407124,048400,403.122,396.023,355.419,2,4,1,200.4942
48407128,048400,483.093,503.23,483.336,2,4,1,164.7714
48407134,048400,445.967,481.771,451.191,2,4,1,161.6747
48407146,048400,512.171,565.799,490.432,2,4,1,164.7714
48407147,048400,517.767,510.809,523.031,2,4,1,143.0677
48407151,048400,399.918,385.253,373.114,2,4,1,200.4942
48407155,048400,420.747,392.14,347.647,2,4,1,86.77289
48407158,048400,446.765,461.62,454.964,2,4,1,234.4284
48407161,048400,339.37,446.337,374.552,2,4,1,183.4671
48407172,048400,490.031,445.374,476.965,2,4,1,114.7044
48407176,048400,388.878,493.716,491.925,2,4,1,161.2999
48407192,048400,329.633,514.24,338.75,2,4,1,201.0125
48407195,048400,418.365,471.874,388.143,2,4,1,197.1155
48407205,048400,320.751,262.535,333.869,2,4,1,145.9705
48407219,048400,477.14,537.968,513.617,2,4,1,98.53252
48407223,048400,399.867,449.818,380.392,2,4,1,135.5083
48407224,048400,449.254,457.117,430.639,2,4,1,86.77289
48407228,048400,303.212,346.612,321.969,2,4,1,129.9171
48407233,048400,404.586,358.168,375.124,2,4,1,182.2674
48407242,048400,497.596,434.418,427.513,2,4,1,201.0125
48407247,048400,434.514,358.896,424.677,2,4,1,176.9683
48407257,048400,388.625,411.249,381.087,2,4,1,184.9588
48407259,048400,459.326,491.835,521.193,2,4,1,323.8158
48407271,048400,410.862,441.696,398.598,2,4,1,323.0063
48407274,048400,445.711,403.901,386.901,2,4,1,175.8322
48407282,048400,452.066,487.375,434.87,2,4,1,181.9977
48407297,048400,425.123,539.91,471.239,2,4,1,162.4588
48407299,048400,482.29,504.375,466.657,2,4,1,85.17015
48407304,048400,379.767,430.536,416.253,2,4,1,135.5083
48407306,048400,521.428,649.622,560.977,2,4,1,164.7714
48407307,048400,348.966,400.451,390.436,2,4,1,114.3824
48407313,048400,364.329,333.986,435.303,2,4,1,86.77289
48407320,048400,321.298,430.676,430.62,2,4,1,199.0019
48407322,048400,328.176,282.846,364.597,2,4,1,107.6589
48407334,048400,443.799,434.692,456.311,2,4,1,615.25
48407335,048400,575.375,509.81,529.765,2,4,1,102.5728
48407342,048400,398.674,489.217,407.948,2,4,1,85.17015
48407344,048400,372.416,418.382,398.258,2,4,1,211.4802
48407346,048400,389.108,453.02,435.205,2,4,1,92.85741
48407347,048400,508.236,521.466,514.941,2,4,1,163.9093
48407353,048400,479.428,440.759,419.064,2,4,1,163.5737
48407358,048400,399.383,387.766,404.107,2,4,1,84.0382
48407359,048400,456.937,438.472,501.86,2,4,1,202.6685
48407361,048400,364.06,428.342,470.808,2,4,1,49.08976
48407367,048400,496.462,504.732,485.841,2,4,1,92.85741
48407369,048400,374.818,341.985,333.738,2,4,1,187.729
48407370,048400,510.703,519.566,559.679,2,4,1,182.067
48407374,048400,395.679,410.714,386.218,2,4,1,167.9617
48407380,048400,444.218,493.899,500.272,2,4,1,161.2999
48407382,048400,345.27,385.439,393.664,2,4,1,197.1155
48407383,048400,239.129,346.303,338.053,2,4,1,220.1631
48407384,048400,414.318,457.755,449.866,2,4,1,166.1065
48407387,048400,384.9,353.082,352.857,2,4,1,179.6508
48407390,048400,520.431,518.38,473.927,2,4,1,152.6907
48407395,048400,377.869,437.131,445.518,2,4,1,124.9004
48407396,048400,300.593,391.489,357.205,2,4,1,82.11535
48407400,048400,493.205,442.85,456.621,2,4,1,149.8804
48407401,048400,533.469,520.399,508.071,2,4,1,112.2361
48407402,048400,271.322,249.282,287.448,2,4,1,159.248
48407403,048400,540.294,504.277,543.919,2,4,1,114.7044
48407407,048400,376.462,369.834,424.492,2,4,1,152.0765
48407409,048400,450.503,486.545,437.032,2,4,1,114.3824
48407410,048400,359.447,350.765,354.338,2,4,1,121.4604
48407411,048400,487.677,428.687,439.603,2,4,1,121.4604
48407418,048400,450.907,535.975,544.83,2,4,1,256.2309
48407420,048400,497.732,492.52,455.651,2,4,1,114.7044
48407422,048400,467.069,406.146,403.588,2,4,1,196.9985
48407423,048400,377.218,413.94,440.548,2,4,1,92.85741
48407431,048400,352.485,379.454,333.111,2,4,1,199.0019
48407433,048400,335.569,379.709,443.352,2,4,1,206.2897
48407434,048400,471.004,496.892,476.738,2,4,1,98.53252
48407436,048400,388.14,545.263,460.958,2,4,1,254.0329
48407437,048400,480.757,391.581,442.842,2,4,1,217.3073
48407444,048400,470.102,515.554,460.569,2,4,1,192.9891
48407445,048400,419.807,388.931,392.42,2,4,1,167.9617
48407448,048400,446.93,466.183,440.539,2,4,1,114.7044
48407454,048400,594.508,452.995,541.687,2,4,1,168.0668
48407458,048400,413.657,450.594,429.905,2,4,1,95.69289
48407463,048400,239.443,320.858,349.852,2,4,1,199.0019
48407470,048400,362.948,453.817,421.824,2,4,1,201.1764
48407471,048400,363.486,364.628,330.327,2,4,1,150.9213
48407478,048400,274.623,384.286,360.382,2,4,1,86.77289
48407480,048400,291.804,358.535,282.552,2,4,1,85.17015
48407481,048400,466.973,497.806,437.769,2,4,1,181.9977
48407483,048400,387.723,424.365,432.531,2,4,1,134.7546
48407485,048400,337.496,307.326,344.922,2,4,1,190.9468
48407491,048400,475.902,473.25,485.553,2,4,1,134.7546
48407495,048400,402.433,438.77,399.035,2,4,1,194.7205
48407497,048400,293.541,384.101,292.161,2,4,1,184.5628
48407504,048400,444.237,484.152,438.129,2,4,1,133.0399
48407505,048400,430.027,466.677,410.075,2,4,1,164.844
48407508,048400,387.401,419.838,397.391,2,4,1,181.9977
48407522,048400,415.686,425.733,396.436,2,4,1,145.9705
48407528,048400,352.326,383.593,377.745,2,4,1,79.75289
48407531,048400,473.686,507.98,478.212,2,4,1,184.9588
48407533,048400,331.359,416.835,387.891,2,4,1,173.2225
48407534,048400,315.894,319.446,314.209,2,4,1,102.5728
48407535,048400,389.934,379.169,371.008,2,4,1,85.17015
48407539,048400,470.699,539.27,452.98,2,4,1,135.0113
48407540,048400,324.88,307.159,345.229,2,4,1,137.1033
48407541,048400,361.378,403.08,369.514,2,4,1,188.818
48407542,048400,395.425,463.89,477.105,2,4,1,129.9171
48407546,048400,529.538,608.066,527.328,2,4,1,114.3824
48407552,048400,510.893,564.425,537.755,2,4,1,161.2999
48407561,048400,411.06,405.925,407.064,2,4,1,86.77289
48407562,048400,494.816,465.269,445.819,2,4,1,118.4714
48407572,048400,531.59,529.908,512.886,2,4,1,173.2225
48407574,048400,408.353,369.285,400.961,2,4,1,114.7044
48407575,048400,359.293,386.971,407.668,2,4,1,219.222
48407576,048400,413.845,392.866,405.849,2,4,1,33.91455
48407577,048400,269.428,368.168,303.181,2,4,1,150.9213
48407588,048400,368.351,379.94,362.131,2,4,1,112.2361
48407594,048400,402.246,387.728,344.572,2,4,1,114.7044
48407595,048400,401.661,413.976,359.474,2,4,1,163.9093
48407596,048400,471.47,403.009,404.694,2,4,1,200.4942
48407597,048400,498.476,397.57,499.483,2,4,1,254.0329
48407602,048400,407.554,436.744,508.111,2,4,1,118.4714
48407605,048400,448.198,428.751,395.331,2,4,1,194.4186
48407612,048400,368.99,369.739,349.635,2,4,1,211.4802
48407615,048400,390.656,380.497,418.404,2,4,1,107.6589
48407616,048400,366.161,485.003,498.015,2,4,1,173.2225
48407618,048400,519.719,540.712,516.963,2,4,1,152.0765
48407619,048400,371.223,391.893,371.894,2,4,1,307.625
48407622,048400,538.159,484.125,539.001,2,4,1,79.75289
48407625,048400,599.408,559.932,524.175,2,4,1,168.0668
48407631,048400,508.003,470.084,501.478,2,4,1,121.4604
48407636,048400,366.836,333.989,293.622,2,4,1,189.8619
48407639,048400,543.264,547.984,504.044,2,4,1,162.4588
48407642,048400,400.725,425.523,419.733,2,4,1,117.7825
48407653,048400,414.87,515.187,462.382,2,4,1,98.53252
48407656,048400,441.061,337.964,396.817,2,4,1,33.91455
48407659,048400,410.318,439.44,388.674,2,4,1,194.7205
48407670,048400,399.205,405.573,413.479,2,4,1,135.0113
48407673,048400,457.471,456.943,433.009,2,4,1,164.2023
48407675,048400,596.522,546.204,551.271,2,4,1,173.2225
48407680,048400,547.508,572.665,568.117,2,4,1,184.5628
48407695,048400,548.364,587.632,518.05,2,4,1,135.0113
48407697,048400,267.832,385.962,337.967,2,4,1,75.53341
48407698,048400,507.254,523.21,486.27,2,4,1,98.53252
48407701,048400,293.106,288.759,305.59,2,4,1,145.9705
48407705,048400,446.545,571.302,456.991,2,4,1,133.0399
48407707,048400,395.376,338.771,355.708,2,4,1,181.9977
48407722,048400,415.538,423.208,362.121,2,4,1,199.8666
48407723,048400,403.368,441.084,418.377,2,4,1,219.222
48407724,048400,270.14,305.565,347.486,2,4,1,189.8619
48407729,048400,518.804,468.66,459.453,2,4,1,129.9171
48407730,048400,437.536,334.192,418.868,2,4,1,134.7546
48407732,048400,579.474,555.896,536.469,2,4,1,201.1764
48407738,048400,476.041,481.72,515.689,2,4,1,107.6589
48407740,048400,438.245,316.026,426.82,2,4,1,145.9705
48407741,048400,439.888,475.214,456.07,2,4,1,98.53252
48407744,048400,488.166,490.442,466.853,2,4,1,197.1155
48407757,048400,502.534,558.267,522.563,2,4,1,143.0677
48407758,048400,441.326,535.767,536.025,2,4,1,33.91455
48407760,048400,401.059,507.883,489.126,2,4,1,173.2225
48407767,048400,440.225,501.436,451.478,2,4,1,201.0125
48407768,048400,432.466,457.857,451.531,2,4,1,134.7546
48407770,048400,385.756,458.38,374.617,2,4,1,114.7044
48407771,048400,430.958,438.754,465.235,2,4,1,152.0765
48407773,048400,415.73,505.222,449.75,2,4,1,234.4284
48407776,048400,436.69,483.225,455.681,2,4,1,307.625
48407778,048400,380.232,431.485,383.255,2,4,1,36.80763
48407786,048400,423.319,452.331,479.271,2,4,1,125.8222
48407787,048400,590.428,495.86,563.516,2,4,1,49.08976
48407789,048400,348.798,356.655,395.47,2,4,1,307.625
48407797,048400,440.069,464.415,429.634,2,4,1,149.8804
48407799,048400,357.077,399.911,375.499,2,4,1,152.0765
48407800,048400,256.978,350.147,317.614,2,4,1,163.9093
48407810,048400,395.396,455.018,371.123,2,4,1,189.8619
48407826,048400,475.607,500.227,474.442,2,4,1,33.91455
48407831,048400,523.02,499.827,498.791,2,4,1,152.6907
48407836,048400,265.689,244.553,260.487,2,4,1,179.6508
48407842,048400,487.052,518.195,518.36,2,4,1,183.6924
48407857,048400,404.854,540.199,509.617,2,4,1,161.2999
48407859,048400,481.762,516.329,460.561,2,4,1,163.9093
48407862,048400,249.999,349.484,311.599,2,4,1,95.69289
48407867,048400,353.742,476.355,429.078,2,4,1,91.96882
48407870,048400,369.193,387.04,354.586,2,4,1,95.69289
48407871,048400,415.9,429.41,420.264,2,4,1,51.42737
48407875,048400,468.377,513.094,492.382,2,4,1,256.2309
48407876,048400,467.011,534.922,505.019,2,4,1,150.9213
48407879,048400,440.364,464.628,398.162,2,4,1,82.11535
48407880,048400,454.464,488.579,481.725,2,4,1,167.9617
48407884,048400,471.964,545.451,517.084,2,4,1,181.1087
48407886,048400,433.824,408.605,437.631,2,4,1,145.9705
48407888,048400,331.076,356.701,304.938,2,4,1,194.4186
48407892,048400,382.688,434.424,417.801,2,4,1,134.7546
48407898,048400,488.052,411.163,456.573,2,4,1,118.4714
48407901,048400,417.836,430.886,383.068,2,4,1,152.0765
48407905,048400,384.555,499.914,404.31,2,4,1,171.786
48407909,048400,340.137,372.82,368.994,2,4,1,135.0113
48407920,048400,416.56,389.767,420.796,2,4,1,84.0382
48407924,048400,351.633,401.672,403.413,2,4,1,145.9705
48407925,048400,385.248,421.115,368.938,2,4,1,201.0125
48407927,048400,415.088,468.817,462.422,2,4,1,256.2309
48407929,048400,386.019,357.253,370.638,2,4,1,307.625
48407931,048400,371.265,348.698,386.428,2,4,1,145.9705
48407933,048400,380.666,470.347,457.935,2,4,1,171.786
48407936,048400,467.941,484.284,509.296,2,4,1,234.4284
48407941,048400,441.795,513.336,481.525,2,4,1,104.7357
48407943,048400,448.807,441.839,411.997,2,4,1,152.6907
48407944,048400,387.355,404.336,457.043,2,4,1,168.3892
48407951,048400,451.794,537.811,478.226,2,4,1,164.844
48407958,048400,438.784,487.791,481.227,2,4,1,112.2361
48407967,048400,353.735,424.395,418.091,2,4,1,199.9203
48407968,048400,466.719,522.883,460.712,2,4,1,125.8222
48407975,048400,378.093,443.797,402.205,2,4,1,79.75289
48407976,048400,407.16,400.553,385.442,2,4,1,114.7044
48407981,048400,405.033,449.273,443.387,2,4,1,121.4604
48407986,048400,356.081,419.956,403.736,2,4,1,114.7044
48407989,048400,576.61,521.933,547.248,2,4,1,168.0668
48407990,048400,335.438,356.755,407.123,2,4,1,138.9688
48407996,048400,364.6,343.905,371.264,2,4,1,95.69289
48408001,048400,494.075,528.761,491.335,2,4,1,223.9971
48408002,048400,403.322,460.707,446.367,2,4,1,222.6343
48408012,048400,476.833,549.337,495.778,2,4,1,161.2999
48408016,048400,413.303,454.953,396.458,2,4,1,167.9617
48408022,048400,434.945,407.808,419.636,2,4,1,102.5728
48408023,048400,359.056,397.071,366.267,2,4,1,223.9971
48408028,048400,402.122,429.554,395.145,2,4,1,86.77289
48408034,048400,365.908,465.323,422.162,2,4,1,138.9688
48408038,048400,425.6,430.989,435.305,2,4,1,201.0125
48408043,048400,373.482,391.751,388.443,2,4,1,167.8879
48408044,048400,358.409,342.412,339.375,2,4,1,220.1631
48408046,048400,566.809,442.188,485.395,2,4,1,122.3514
48408050,048400,413.459,402.733,420.25,2,4,1,85.17015
48408058,048400,420.505,535.578,446.69,2,4,1,254.0329
48408060,048400,310.822,402.473,354.547,2,4,1,184.5628
48408068,048400,371.067,471.413,403.001,2,4,1,133.0399
48408069,048400,485.873,597.611,544.412,2,4,1,254.0329
48408076,048400,530.181,579.606,509.978,2,4,1,33.91455
48408091,048400,458.061,501.112,470.49,2,4,1,171.786
48408096,048400,463.107,488.93,499.128,2,4,1,182.067
48408102,048400,559.385,566.076,543.317,2,4,1,34.71335
48408109,048400,445.41,472.79,480.38,2,4,1,121.4604
48408123,048400,399.643,479.544,446.801,2,4,1,184.6625
48408130,048400,321.892,415.466,374.858,2,4,1,145.9705
48408141,048400,426.758,443.71,504.357,2,4,1,182.067
48408145,048400,400.556,423.356,433.441,2,4,1,184.5628
48408151,048400,497.484,449.455,493.624,2,4,1,118.4714
48408152,048400,420.264,345.556,377.379,2,4,1,234.4284
48408163,048400,371.44,403.713,422.602,2,4,1,183.6924
48408164,048400,343.309,374.839,351.685,2,4,1,615.25
48408165,048400,401.755,384.581,424.67,2,4,1,189.8619
48408167,048400,640.348,572.369,540.561,2,4,1,168.0668
48408169,048400,551.564,503.914,518.579,2,4,1,125.8222
48408184,048400,364.566,402.755,377.952,2,4,1,92.85741
48408189,048400,425.693,419.887,362.252,2,4,1,75.53341
48408196,048400,471.657,526.028,488.204,2,4,1,171.786
48408197,048400,431.947,471.285,471.781,2,4,1,161.2999
48408199,048400,473.986,595.675,534.254,2,4,1,143.0677
48408206,048400,394.155,380.25,376.957,2,4,1,211.4802
48408217,048400,386.277,495.624,502.79,2,4,1,138.9688
48408218,048400,371.763,408.082,347.05,2,4,1,223.9971
48408219,048400,428.505,415.816,416.399,2,4,1,173.2225
48408220,048400,503.057,421.213,433.389,2,4,1,133.0399
48408224,048400,295.371,428.096,411.684,2,4,1,135.0113
48408227,048400,515.445,517.614,525.285,2,4,1,40.91307
48408233,048400,296.953,259.787,282.451,2,4,1,194.7205
48408235,048400,459.23,322.652,422.433,2,4,1,82.11535
48408242,048400,421.173,404.544,434.153,2,4,1,75.53341
48408243,048400,403.046,469.568,417.609,2,4,1,152.6907
48408244,048400,474.171,543.902,527.336,2,4,1,256.2309
48408247,048400,459.019,552.966,546.752,2,4,1,254.0329
48408255,048400,383.843,430.817,413.216,2,4,1,323.8158
48408256,048400,343.098,334.706,401.139,2,4,1,118.4714
48408261,048400,480.27,506.262,478.039,2,4,1,75.53341
48408262,048400,450.641,455.447,462.554,2,4,1,164.844
48408263,048400,508.919,452.764,477.628,2,4,1,79.75289
48408266,048400,460.26,513.696,477.159,2,4,1,134.7546
48408269,048400,467.551,417.551,516.66,2,4,1,33.91455
48408280,048400,509.375,475.949,487.645,2,4,1,152.0765
48408286,048400,355.56,373.396,420.489,2,4,1,173.2225
48408288,048400,355.971,408.718,416.976,2,4,1,197.4895
48408290,048400,510.617,526.681,480.125,2,4,1,166.1065
48408297,048400,457.558,448.162,448.578,2,4,1,206.2897
48408303,048400,483.915,485.493,505.202,2,4,1,184.6625
48408307,048400,383.995,493.615,424.416,2,4,1,201.0125
48408309,048400,493.797,480.16,532.571,2,4,1,34.71335
48408315,048400,197.573,227.923,304.092,2,4,1,137.1033
48408321,048400,653.301,615.129,607.985,2,4,1,122.3514
48408323,048400,365.194,520.661,451.975,2,4,1,161.2999
48408325,048400,410.942,400.046,409.939,2,4,1,104.7357
48408326,048400,389.797,442.864,458.578,2,4,1,234.4284
48408327,048400,489.351,598.751,486.659,2,4,1,162.4588
48408329,048400,434.959,416.317,440.915,2,4,1,114.7044
48408334,048400,348.136,345.39,397.244,2,4,1,145.9705
48408338,048400,420.988,337.132,391.772,2,4,1,219.222
48408343,048400,408.763,410.277,410,2,4,1,323.8158
48408344,048400,405.729,407.249,412.425,2,4,1,79.75289
48408345,048400,340.896,385.419,328.708,2,4,1,200.4942
48408347,048400,341.534,390.709,412.242,2,4,1,229.4898
48408352,048400,437.349,470.79,457.922,2,4,1,213.7499
48408353,048400,352.61,417.101,351.118,2,4,1,79.75289
48408359,048400,496.682,469.423,461.746,2,4,1,201.1764
48408362,048400,517.036,496.848,466.792,2,4,1,135.887
48408363,048400,492.423,524.627,505.452,2,4,1,211.4802
48408367,048400,487.295,512.062,570.212,2,4,1,137.1033
48408369,048400,535.557,569.588,506.988,2,4,1,135.0113
48408373,048400,498.639,510.151,459.108,2,4,1,175.8322
48408375,048400,427.783,436.914,449.891,2,4,1,184.9588
48408376,048400,512.921,499.723,485.979,2,4,1,51.42737
48408378,048400,460.447,442.538,440.913,2,4,1,98.53252
48408380,048400,587.571,522.447,533.372,2,4,1,125.8222
48408383,048400,524.712,473.899,469.975,2,4,1,167.8879
48408384,048400,475.849,432.148,517.04,2,4,1,222.6343
48408385,048400,481.909,403.885,433.739,2,4,1,176.9683
48408391,048400,535.482,550.072,518.304,2,4,1,34.71335
48408397,048400,328.397,369.953,375.407,2,4,1,220.1631
48408412,048400,414.7,376.064,409.03,2,4,1,149.8804
48408417,048400,341.369,436.85,413.445,2,4,1,86.77289
48408430,048400,393.89,459.963,467.297,2,4,1,197.4895
48408432,048400,410.907,563.089,478.009,2,4,1,199.9203
48408433,048400,398.522,344.443,382.318,2,4,1,187.9046
48408437,048400,575.355,533.677,536.042,2,4,1,122.3514
48408439,048400,388.677,418.143,340.282,2,4,1,323.8158
48408440,048400,464.868,425.827,438.765,2,4,1,164.844
48408443,048400,379.172,315.373,385.141,2,4,1,190.9468
48408444,048400,471.07,410.836,405.923,2,4,1,98.53252
48408459,048400,439.722,479.916,500.42,2,4,1,168.3892
48408462,048400,542.174,488.437,531.603,2,4,1,79.75289
48408463,048400,433.439,501.688,512.383,2,4,1,173.2225
48408465,048400,380.985,415.018,380.584,2,4,1,181.1087
48408466,048400,478.342,532.009,496.717,2,4,1,135.5083
48408472,048400,497.14,524.186,512.378,2,4,1,175.8322
48408473,048400,455.873,480.416,450.894,2,4,1,51.42737
48408475,048400,558.421,618.773,534.853,2,4,1,175.8322
48408477,048400,470.932,524.144,517.727,2,4,1,135.5083
48408484,048400,364.906,377.844,371.086,2,4,1,134.7546
48408492,048400,373.942,504.643,393.053,2,4,1,164.7714
48408500,048400,487.37,553.136,488.433,2,4,1,194.7205
48408504,048400,434.427,415.855,465.356,2,4,1,95.69289
48408509,048400,454.265,435.516,449.152,2,4,1,199.0019
48408521,048400,526.388,488.333,489.618,2,4,1,161.6747
48408523,048400,457.279,470.73,450.364,2,4,1,155.0743
48408524,048400,451.852,493.249,491.971,2,4,1,166.1065
48408525,048400,206.151,276.56,254.071,2,4,1,183.4671
48408529,048400,404.086,445.412,395.667,2,4,1,196.9985
48408531,048400,390.729,402.116,393.555,2,4,1,118.4714
48408537,048400,450.4,402.751,423.788,2,4,1,323.0063
48408539,048400,384.234,397.003,424.663,2,4,1,183.6924
48408544,048400,412.971,400.917,439.137,2,4,1,186.6071
48408545,048400,531.133,521.303,510.525,2,4,1,135.0113
48408546,048400,456.225,457.363,533.96,2,4,1,155.0743
48408548,048400,396.421,440.273,445.589,2,4,1,95.69289
48408554,048400,463.134,536.737,513.342,2,4,1,184.6625
48408559,048400,398.809,429.738,448.03,2,4,1,198.3185
48408565,048400,334.109,367.968,375.676,2,4,1,107.6589
48408566,048400,400.177,331.432,386.408,2,4,1,222.6343
48408569,048400,497.841,418.96,363.936,2,4,1,201.0125
48408574,048400,405.31,438.783,420.112,2,4,1,114.3824
48408586,048400,422.835,454.146,493.233,2,4,1,104.7357
48408592,048400,367.681,429.911,416.924,2,4,1,143.0677
48408593,048400,346.725,381.534,383.06,2,4,1,234.4284
48408600,048400,305.087,378.919,377.161,2,4,1,184.5628
48408603,048400,550.777,558.816,543.042,2,4,1,152.0765
48408612,048400,414.957,414.868,426.419,2,4,1,199.9203
48408622,048400,458.193,512.078,486.713,2,4,1,323.8158
48408625,048400,472.28,514.529,474.272,2,4,1,179.6508
48408629,048400,416.226,398.044,371.374,2,4,1,163.5737
48408630,048400,334.051,425.11,391.624,2,4,1,95.69289
48408635,048400,425.399,380.97,371.673,2,4,1,307.625
48408637,048400,459.761,496.323,501.005,2,4,1,200.4942
48408645,048400,465.95,600.875,554.045,2,4,1,92.85741
48408646,048400,449.885,467.479,440.642,2,4,1,98.53252
48408651,048400,410.716,405.456,342.313,2,4,1,163.9093
