CNTSTUID,NatCen,PV1MATH,PV1READ,PV1SCIE,Nivel,Modalidad,Sostenimiento,W_FSTUWT
48401328,048400,456.774,503.096,451.435,1,2,1,108.3412
48401337,048400,528.256,508.316,568.877,1,2,1,356.9642
48401367,048400,232.353,390.076,308.798,1,2,1,321.4414
48401379,048400,409.079,401.73,429.597,1,2,1,374.0874
48401415,048400,403.649,315.238,343.593,1,2,1,125.2156
48401479,048400,479.839,533.664,432.618,1,2,1,321.4414
48401512,048400,298.321,302.997,282.658,1,2,1,125.2156
48401519,048400,405.812,349.777,376.979,1,2,1,79.87135
48401540,048400,426.697,447.645,454.819,1,2,1,321.4414
48401541,048400,355.094,358.006,359.487,1,2,1,79.87135
48401548,048400,344.303,360.987,358.684,1,2,1,132.9045
48401560,048400,369.943,366.513,376.915,1,2,1,153.9643
48401600,048400,396.683,382.202,383.552,1,2,1,284.5291
48401648,048400,459,426.616,436.075,1,2,1,208.5423
48401654,048400,342.153,380.654,319.021,1,2,1,108.3412
48401659,048400,321.152,356.592,362.104,1,2,1,403.2398
48401679,048400,325.875,318.353,345.49,1,2,1,150.8788
48401769,048400,393.579,410.851,423.844,1,2,1,284.5291
48401786,048400,295.974,355.255,297.377,1,2,1,153.9643
48401822,048400,210.942,262.885,266.575,1,2,1,459.0506
48401904,048400,322.529,284.675,292.043,1,2,1,459.0506
48401915,048400,325.743,350.567,294.664,1,2,1,153.9643
48401930,048400,333.983,374.454,353.212,1,2,1,144.1431
48401931,048400,448.553,483.896,485.469,1,2,1,208.5423
48401942,048400,445.523,486.846,440.841,1,2,1,179.8477
48401972,048400,293.08,313.251,376.957,1,2,1,284.5291
48402017,048400,335.44,230.898,247.624,1,2,1,79.87135
48402038,048400,308.534,388.86,356.681,1,2,1,123.6604
48402060,048400,334.599,371.373,347.722,1,2,1,195.5084
48402069,048400,484.639,457.923,445.979,1,2,1,321.4414
48402072,048400,198.271,336.109,313.379,1,2,1,431.4268
48402076,048400,411.429,337.549,403.546,1,2,1,170.1711
48402086,048400,413.288,424.54,435.086,1,2,1,321.4414
48402114,048400,394.891,412.086,354.079,1,2,1,126.3732
48402130,048400,311.727,197.625,236.889,1,2,1,295.6259
48402143,048400,283.802,296.51,333.244,1,2,1,118.9394
48402159,048400,364.961,314.613,308.937,1,2,1,79.87135
48402176,048400,359.463,396.504,427.267,1,2,1,118.9394
48402180,048400,395.1,362.981,383.132,1,2,1,123.6604
48402188,048400,426.222,368.429,387.223,1,2,1,195.5084
48402191,048400,369.295,327.309,410.372,1,2,1,416.4583
48402204,048400,477.9,435.13,431.982,1,2,1,460.0755
48402228,048400,389.759,421.361,406.881,1,2,1,179.8477
48402234,048400,451.38,460.463,399.924,1,2,1,153.9643
48402253,048400,350.166,370.014,394.937,1,2,1,431.4268
48402267,048400,328.259,360.119,351.62,1,2,1,153.9643
48402301,048400,413.553,468.57,426.089,1,2,1,121.5535
48402323,048400,418.786,452.16,393.858,1,2,1,123.6604
48402325,048400,346.153,369.671,381.421,1,2,1,123.6604
48402358,048400,416.717,358.89,418.491,1,2,1,126.7717
48402379,048400,327.156,318.279,349.652,1,2,1,321.4414
48402404,048400,368.705,362.911,403.585,1,2,1,153.9643
48402406,048400,336.729,423.254,387.012,1,2,1,133.4612
48402425,048400,391.44,356.261,395.011,1,2,1,208.5423
48402430,048400,433.437,382.063,458.558,1,2,1,157.6301
48402482,048400,332.254,394.804,395.373,1,2,1,321.4414
48402549,048400,501.29,435.812,487.123,1,2,1,153.9643
48402553,048400,354.273,307.362,360.45,1,2,1,179.8477
48402570,048400,578.55,492.981,514.233,1,2,1,321.4414
48402575,048400,578.875,471.918,536.949,1,2,1,403.2398
48402580,048400,403.875,474.586,454.644,1,2,1,460.0755
48402585,048400,379.99,370.697,384.186,1,2,1,108.3412
48402610,048400,549.169,506.708,467.507,1,2,1,403.2398
48402615,048400,327.053,334.621,352.219,1,2,1,138.0879
48402628,048400,453.785,491.186,423.349,1,2,1,195.5084
48402632,048400,305.916,320.496,352.519,1,2,1,374.0874
48402640,048400,431.792,436.335,418.208,1,2,1,79.87135
48402647,048400,429.937,371.352,400.424,1,2,1,144.1431
48402675,048400,506.33,482.771,527.693,1,2,1,108.3412
48402688,048400,504.137,502.992,450.317,1,2,1,321.4414
48402713,048400,379.838,411.232,430.95,1,2,1,133.4612
48402716,048400,406.089,416.676,403.213,1,2,1,175.6652
48402718,048400,355.642,355.847,320.883,1,2,1,138.5144
48402759,048400,434.612,367.15,361.054,1,2,1,153.9643
48402770,048400,367.435,350.559,356.156,1,2,1,153.9643
48402800,048400,363.936,357.697,326.941,1,2,1,144.1431
48402807,048400,330.969,444.659,362.796,1,2,1,121.5535
48402838,048400,352.516,326.327,308.821,1,2,1,170.1711
48402869,048400,279.377,362.462,355.154,1,2,1,284.5291
48402870,048400,380.954,320.355,394.688,1,2,1,271.3996
48402872,048400,279.363,358.578,318.323,1,2,1,118.9394
48402891,048400,353.586,317.577,325.142,1,2,1,321.4414
48402901,048400,431.573,465.787,430.088,1,2,1,108.3412
48402927,048400,427.148,379.182,387.716,1,2,1,157.6301
48402939,048400,503.007,456.997,465.955,1,2,1,121.5535
48402959,048400,478.425,410.469,455.109,1,2,1,208.5423
48402968,048400,300.227,340.754,326.276,1,2,1,79.87135
48403005,048400,424.916,435.489,408.439,1,2,1,460.0755
48403030,048400,295.183,345.553,383.89,1,2,1,144.1431
48403032,048400,425.849,343.119,412.694,1,2,1,144.1431
48403061,048400,426.757,423.5,446.442,1,2,1,126.3732
48403090,048400,359.098,233.833,279.552,1,2,1,459.0506
48403120,048400,286.349,359.891,321.014,1,2,1,121.5535
48403166,048400,399.598,381.166,357.795,1,2,1,108.3412
48403184,048400,358.027,280.729,358.327,1,2,1,157.6301
48403226,048400,394.808,445.231,458.209,1,2,1,284.5291
48403228,048400,430.42,462.638,438.53,1,2,1,195.5084
48403245,048400,496.092,415.797,407.902,1,2,1,123.6604
48403248,048400,334.15,276.744,294.773,1,2,1,153.9643
48403298,048400,442.024,428.551,449.339,1,2,1,121.5535
48403306,048400,344.585,287.166,335.069,1,2,1,179.8477
48403344,048400,326.588,421.157,366.999,1,2,1,123.6604
48403423,048400,292.912,326.753,309.644,1,2,1,170.1711
48403437,048400,306.87,384.023,361.061,1,2,1,121.5535
48403444,048400,368.834,372.398,342.669,1,2,1,138.0879
48403476,048400,422.501,521.784,453.618,1,2,1,123.6604
48403486,048400,392.371,318.319,302.982,1,2,1,153.9643
48403510,048400,244.147,259.475,286.256,1,2,1,164.7266
48403518,048400,491.897,494.079,422.711,1,2,1,321.4414
48403539,048400,335.063,372.133,347.787,1,2,1,123.6604
48403559,048400,387.423,396.947,371.833,1,2,1,123.6604
48403585,048400,412.663,384.627,457.647,1,2,1,271.3996
48403591,048400,366.037,429.821,469.894,1,2,1,121.5535
48403611,048400,400.827,411.389,456.491,1,2,1,271.3996
48403635,048400,378.411,357.58,394.22,1,2,1,403.2398
48403641,048400,318.495,394.926,368.184,1,2,1,321.4414
48403648,048400,368.014,356.951,397.45,1,2,1,138.0879
48403678,048400,346.733,418.914,355.646,1,2,1,133.4612
48403689,048400,371.813,419.446,432.194,1,2,1,118.9394
48403708,048400,361.394,414.147,491.752,1,2,1,133.4612
48403719,048400,299.139,275.287,279.017,1,2,1,79.87135
48403722,048400,326.637,407.499,399.857,1,2,1,436.4353
48403723,048400,320.804,273.041,258.433,1,2,1,321.4414
48403726,048400,423.001,366.608,387.699,1,2,1,460.0755
48403738,048400,424.738,509.55,464.431,1,2,1,416.4583
48403833,048400,460.061,469.633,509.033,1,2,1,321.4414
48403886,048400,387.014,368.254,330.513,1,2,1,168.6487
48403903,048400,291.19,303.301,365.969,1,2,1,144.1431
48403926,048400,327.144,303.08,356.016,1,2,1,118.9394
48403966,048400,283.911,251.566,278.324,1,2,1,153.9643
48404013,048400,421.393,316.038,374.324,1,2,1,208.5423
48404039,048400,386.85,376.422,462.017,1,2,1,271.3996
48404058,048400,368.418,321.867,395.361,1,2,1,403.2398
48404061,048400,366.469,357.743,350.632,1,2,1,284.5291
48404077,048400,335.05,252.283,276.948,1,2,1,374.0874
48404080,048400,440.79,497.918,443.995,1,2,1,126.3732
48404087,048400,404.11,403.805,370.971,1,2,1,108.3412
48404094,048400,224.079,248.402,284.915,1,2,1,295.6259
48404096,048400,412.65,378.073,422.262,1,2,1,284.5291
48404103,048400,360.651,382.565,361.98,1,2,1,284.5291
48404108,048400,401.275,456.012,440.465,1,2,1,118.9394
48404109,048400,393.454,408.935,431.479,1,2,1,460.0755
48404119,048400,343.946,400.303,379.643,1,2,1,460.0755
48404146,048400,257.204,236.449,288.938,1,2,1,403.2398
48404149,048400,445.796,392.727,423.044,1,2,1,108.3412
48404165,048400,402.036,400.334,362.475,1,2,1,144.1431
48404203,048400,345.632,343.945,365.277,1,2,1,121.5535
48404219,048400,232.711,265.9,273.439,1,2,1,79.87135
48404233,048400,369.365,427.801,394.603,1,2,1,123.6604
48404237,048400,449.018,456.329,460.014,1,2,1,79.87135
48404238,048400,397.727,437.905,413.023,1,2,1,108.3412
48404255,048400,366.43,415.706,410.915,1,2,1,144.1431
48404260,048400,288.897,369.619,347.994,1,2,1,132.9045
48404269,048400,386.901,410.298,408.331,1,2,1,108.3412
48404297,048400,371.72,362.779,412.444,1,2,1,356.9642
48404299,048400,451.418,383.747,430.344,1,2,1,108.3412
48404303,048400,385.622,358.898,364.659,1,2,1,126.3732
48404305,048400,384.879,250.344,362.194,1,2,1,79.87135
48404330,048400,446.02,426.527,474.811,1,2,1,356.9642
48404380,048400,274.022,314.241,357.723,1,2,1,153.9643
48404388,048400,340.883,346.219,372.072,1,2,1,121.5535
48404390,048400,414.249,390.402,427.357,1,2,1,123.6604
48404422,048400,401.05,416.21,390.35,1,2,1,123.6604
48404444,048400,437.406,443.502,484.545,1,2,1,126.7717
48404466,048400,303.833,398.028,409.136,1,2,1,108.3412
48404491,048400,312.7,237.329,321.194,1,2,1,170.1711
48404535,048400,447.066,472.377,508.443,1,2,1,168.6487
48404539,048400,349.621,301.793,302.76,1,2,1,356.9642
48404547,048400,517.891,510.021,528.003,1,2,1,108.3412
48404550,048400,337.515,363.93,403.868,1,2,1,356.9642
48404551,048400,561.248,538.991,578.421,1,2,1,321.4414
48404575,048400,385.849,453.779,404.403,1,2,1,195.5084
48404601,048400,341.712,306.167,373.569,1,2,1,356.9642
48404611,048400,370.409,344.844,344.811,1,2,1,168.6487
48404637,048400,339.487,373.275,344.332,1,2,1,79.87135
48404638,048400,401.028,416.292,370.682,1,2,1,374.0874
48404660,048400,321.92,338.128,338.624,1,2,1,108.3412
48404663,048400,392.981,396.059,425.113,1,2,1,374.0874
48404696,048400,342.513,331.723,334.078,1,2,1,118.9394
48404701,048400,287.509,267.812,284.496,1,2,1,168.6487
48404730,048400,400.945,384.503,408.023,1,2,1,284.5291
48404740,048400,336.36,376.326,314.479,1,2,1,114.0581
48404744,048400,331.439,338.304,390.621,1,2,1,138.0879
48404757,048400,443.546,483.683,465.733,1,2,1,374.0874
48404779,048400,337.36,376.089,344.655,1,2,1,144.1431
48404785,048400,267.857,281.227,268.142,1,2,1,79.87135
48404800,048400,267.102,335.855,282.919,1,2,1,153.9643
48404814,048400,353.853,382.846,374.114,1,2,1,125.2156
48404820,048400,366.06,329.847,368.554,1,2,1,195.5084
48404824,048400,301.385,351.282,340.839,1,2,1,121.5535
48404830,048400,243.121,272.282,303.146,1,2,1,79.87135
48404844,048400,493.663,482.912,469.366,1,2,1,321.4414
48404854,048400,275.464,302.498,276.065,1,2,1,170.1711
48404874,048400,378.377,387.322,397.17,1,2,1,321.4414
48404879,048400,363.307,392.262,380.189,1,2,1,79.87135
48404892,048400,409.503,426.999,434.407,1,2,1,271.3996
48404915,048400,333.984,318.015,343.227,1,2,1,460.0755
48404919,048400,426.912,368.309,440.565,1,2,1,403.2398
48404921,048400,364.334,424.686,376.26,1,2,1,321.4414
48404927,048400,292.513,263.394,319.34,1,2,1,126.7717
48404938,048400,336.921,345.52,327.436,1,2,1,145.8236
48404956,048400,417.952,372.237,379.076,1,2,1,118.9394
48404961,048400,361.666,410.873,338.912,1,2,1,338.4033
48404971,048400,405.537,435.546,409.973,1,2,1,144.1431
48405005,048400,400.233,317.063,365.339,1,2,1,157.6301
48405010,048400,464.69,470.364,487.253,1,2,1,138.0879
48405076,048400,337.969,368.96,365.343,1,2,1,460.0755
48405116,048400,387.269,305.204,297.86,1,2,1,321.4414
48405157,048400,461.075,442.324,421.526,1,2,1,179.8477
48405178,048400,327.556,393.726,392.57,1,2,1,121.5535
48405186,048400,432.57,442.672,433.487,1,2,1,118.9394
48405194,048400,441.129,481.599,451.433,1,2,1,126.3732
48405213,048400,316.627,316.21,317.485,1,2,1,123.6604
48405235,048400,306.207,288.391,355.996,1,2,1,393.4719
48405237,048400,372.533,328.93,349.677,1,2,1,79.87135
48405256,048400,344.06,335.28,288.058,1,2,1,123.6604
48405260,048400,335.464,347.85,388.369,1,2,1,138.0879
48405273,048400,356.668,400.278,370.776,1,2,1,138.0879
48405278,048400,409.466,376.664,384.41,1,2,1,460.0755
48405279,048400,360.625,434.957,435.683,1,2,1,121.5535
48405280,048400,302.391,374.572,335.717,1,2,1,108.3412
48405343,048400,525.98,514.433,511.573,1,2,1,157.6301
48405347,048400,436.955,461.632,402.858,1,2,1,321.4414
48405357,048400,252.634,287.579,317.576,1,2,1,403.2398
48405387,048400,393.143,399.157,366.693,1,2,1,123.6604
48405406,048400,398.241,429.006,413.492,1,2,1,121.5535
48405426,048400,332.404,355.402,358.252,1,2,1,108.3412
48405442,048400,435.088,425.374,436.086,1,2,1,195.5084
48405504,048400,279.256,296.042,318.155,1,2,1,374.0874
48405513,048400,357.586,350.517,379.97,1,2,1,374.0874
48405548,048400,398.251,350.459,349.539,1,2,1,460.0755
48405558,048400,451.345,432.71,457.836,1,2,1,374.0874
48405559,048400,382.639,338.339,388.573,1,2,1,126.3732
48405574,048400,298.3,401.354,354.025,1,2,1,153.9643
48405599,048400,294.703,310.101,308.279,1,2,1,153.9643
48405608,048400,269.168,371.035,319.257,1,2,1,179.8477
48405621,048400,355.746,376.502,336.429,1,2,1,144.1431
48405647,048400,506.722,397.017,422.085,1,2,1,157.6301
48405652,048400,369.6,389.894,406.832,1,2,1,321.4414
48405657,048400,341.557,423.703,417.907,1,2,1,132.9045
48405658,048400,431.539,344.661,375.573,1,2,1,123.6604
48405679,048400,241.765,302.671,247.043,1,2,1,118.9394
48405692,048400,393.205,344.731,339.102,1,2,1,108.3412
48405707,048400,334.695,360.553,373.787,1,2,1,164.7266
48405711,048400,453.611,334.222,395.162,1,2,1,153.9643
48405717,048400,354.319,288.413,328.994,1,2,1,138.0879
48405784,048400,412.395,461.608,500.688,1,2,1,108.3412
48405813,048400,274.879,242.121,374.525,1,2,1,157.6301
48405828,048400,308.29,355.61,383.345,1,2,1,118.9394
48405855,048400,528.108,546.058,518.887,1,2,1,321.4414
48405856,048400,422.132,399.978,436.836,1,2,1,208.5423
48405861,048400,530.42,562.587,604.706,1,2,1,403.2398
48405915,048400,444.13,430.417,466.524,1,2,1,284.5291
48405942,048400,362.142,286.84,312.348,1,2,1,170.1711
48405970,048400,342.833,338.561,389.34,1,2,1,205.825
48405992,048400,337.648,328.8,322.083,1,2,1,431.4268
48405999,048400,323.827,284.194,305.64,1,2,1,356.9642
48406012,048400,447.743,431.576,431.081,1,2,1,157.6301
48406064,048400,294.585,388.626,302.087,1,2,1,138.5144
48406093,048400,562.284,599.319,525.783,1,2,1,138.5144
48406114,048400,290.126,266.015,256.196,1,2,1,157.6301
48406126,048400,375.961,331.239,397.746,1,2,1,321.4414
48406164,048400,251.079,313.72,265.632,1,2,1,356.9642
48406165,048400,467.463,458.778,456.159,1,2,1,157.6301
48406167,048400,481.185,435.191,525.061,1,2,1,144.1431
48406209,048400,290.677,280.312,351.354,1,2,1,431.4268
48406213,048400,446.222,399.12,463.75,1,2,1,338.4033
48406232,048400,407.506,377.209,372.047,1,2,1,153.9643
48406243,048400,325.948,423.55,336.436,1,2,1,123.6604
48406256,048400,265.751,206.976,254.256,1,2,1,79.87135
48406257,048400,373.975,438.041,367.59,1,2,1,121.5535
48406284,048400,343.93,405.732,345.141,1,2,1,295.6259
48406285,048400,350.076,318.044,283.308,1,2,1,79.87135
48406287,048400,365.223,380.632,417.204,1,2,1,108.3412
48406313,048400,321.338,338.158,380.884,1,2,1,285.7208
48406325,048400,412.819,442.184,426.01,1,2,1,123.6604
48406334,048400,478.093,480.4,500.229,1,2,1,208.5423
48406354,048400,338.328,365.258,350.883,1,2,1,153.9643
48406363,048400,311.571,286.329,312.157,1,2,1,374.0874
48406391,048400,445.62,350.068,376.65,1,2,1,321.4414
48406405,048400,272.585,277.287,272.086,1,2,1,79.87135
48406416,048400,366.171,314.754,313.337,1,2,1,459.0506
48406419,048400,429.663,407.136,397.263,1,2,1,321.4414
48406424,048400,493.003,442.512,411.922,1,2,1,123.6604
48406434,048400,433.456,450.761,435.852,1,2,1,271.3996
48406465,048400,259.465,299.231,345.353,1,2,1,126.3732
48406466,048400,406.677,432.74,439.8,1,2,1,144.1431
48406471,048400,264.58,320.219,326.771,1,2,1,132.4039
48406472,048400,227.791,251.199,295.034,1,2,1,460.0755
48406475,048400,407.691,358.283,414.349,1,2,1,321.4414
48406483,048400,512.497,448.642,442.3,1,2,1,130.1857
48406491,048400,339.949,369.068,338.553,1,2,1,126.3732
48406535,048400,359.681,322.796,364.658,1,2,1,356.9642
48406564,048400,534.665,512.619,563.554,1,2,1,295.6259
48406596,048400,391.422,371.148,410.491,1,2,1,403.2398
48406631,048400,244.934,327.901,273.559,1,2,1,121.5535
48406638,048400,484.421,368.489,436.096,1,2,1,126.7717
48406653,048400,345.248,436.492,436.892,1,2,1,118.9394
48406669,048400,357.778,412.462,368.017,1,2,1,127.9676
48406672,048400,347.648,419.304,398.401,1,2,1,460.0755
48406703,048400,389.219,432.866,385.107,1,2,1,125.2156
48406709,048400,345.834,398.573,380.956,1,2,1,175.6652
48406712,048400,422.797,374.374,418.641,1,2,1,374.0874
48406732,048400,436.648,481.49,465.484,1,2,1,126.7717
48406747,048400,287.503,317.477,345.719,1,2,1,284.5291
48406761,048400,290.453,174.692,235.03,1,2,1,168.6487
48406770,048400,506.161,441.532,480.655,1,2,1,271.3996
48406773,048400,443.049,434.234,485.693,1,2,1,295.6259
48406785,048400,194.807,178.845,242.024,1,2,1,138.0879
48406798,048400,376.798,356.578,346.102,1,2,1,436.4353
48406811,048400,373.134,431.827,400.638,1,2,1,416.4583
48406820,048400,466.707,541.37,503.272,1,2,1,138.5144
48406844,048400,446.727,449.913,417.815,1,2,1,108.3412
48406857,048400,461.896,404.562,440.666,1,2,1,374.0874
48406879,048400,308.763,203.801,188.384,1,2,1,170.1711
48406891,048400,416.897,304.979,380.497,1,2,1,168.6487
48406892,048400,376.973,392.577,397.426,1,2,1,126.7717
48406915,048400,269.769,446.566,340.659,1,2,1,416.4583
48406944,048400,249.364,281.045,258.316,1,2,1,170.1711
48406967,048400,395.544,485.58,466.476,1,2,1,114.0581
48406978,048400,372.861,313.634,329.334,1,2,1,153.9643
48407033,048400,292.793,333.125,353.8,1,2,1,170.1711
48407040,048400,478.664,455.539,427.163,1,2,1,460.0755
48407045,048400,336.973,276.816,326.372,1,2,1,153.9643
48407083,048400,358.331,320.251,264.463,1,2,1,150.8788
48407092,048400,253.468,352.21,313.911,1,2,1,126.3732
48407115,048400,397.161,414.359,411.575,1,2,1,436.4353
48407130,048400,405.5,397.478,347.164,1,2,1,416.4583
48407138,048400,345.869,285.904,360.847,1,2,1,195.5084
48407168,048400,465.267,478.519,403.785,1,2,1,208.5423
48407183,048400,451.567,490.898,430.536,1,2,1,108.3412
48407202,048400,291.33,306.365,298.741,1,2,1,79.87135
48407249,048400,311.147,315.775,335.424,1,2,1,127.9676
48407254,048400,323.585,374.399,371.128,1,2,1,175.6652
48407267,048400,396.608,484.025,427.516,1,2,1,123.6604
48407336,048400,322.146,350.878,345.5,1,2,1,126.7717
48407339,048400,373.397,338.394,355.811,1,2,1,121.5535
48407340,048400,527.922,494.338,497.689,1,2,1,123.6604
48407345,048400,264.835,332.544,331.164,1,2,1,126.7717
48407355,048400,374.534,414.236,395.623,1,2,1,153.9643
48407356,048400,349.269,342.014,364.784,1,2,1,356.9642
48407368,048400,377.434,368.372,380.662,1,2,1,153.9643
48407376,048400,227.476,353.158,312.688,1,2,1,284.5291
48407389,048400,270.115,329.236,291.824,1,2,1,121.5535
48407391,048400,344.435,285.762,273.101,1,2,1,79.87135
48407399,048400,359.109,353.249,384.464,1,2,1,436.4353
48407406,048400,316.442,380.893,373.38,1,2,1,416.4583
48407408,048400,393.473,424.72,378.315,1,2,1,138.5144
48407412,048400,362.402,228.652,199.855,1,2,1,79.87135
48407442,048400,364.183,403.194,394.553,1,2,1,132.9045
48407447,048400,263.894,364.249,331.544,1,2,1,374.0874
48407453,048400,383.874,418.722,385.354,1,2,1,121.5535
48407479,048400,393.394,413.909,416.396,1,2,1,126.3732
48407494,048400,438.798,460.419,464.75,1,2,1,403.2398
48407529,048400,318.639,408.588,364.412,1,2,1,121.5535
48407536,048400,436.882,431.683,425.779,1,2,1,108.3412
48407558,048400,415.128,439.59,430.856,1,2,1,153.9643
48407590,048400,428.154,431.194,466.975,1,2,1,126.7717
48407591,048400,368.351,395.801,354.062,1,2,1,321.4414
48407592,048400,458.3,422.205,397.185,1,2,1,123.6604
48407600,048400,386.697,356.251,402.274,1,2,1,164.7266
48407611,048400,418.425,441.062,450.99,1,2,1,126.3732
48407620,048400,260.598,323.945,305.058,1,2,1,416.4583
48407628,048400,425.746,447.563,456.41,1,2,1,108.3412
48407633,048400,308.407,288.427,250.516,1,2,1,130.1857
48407647,048400,220.57,247.687,280.815,1,2,1,168.6487
48407662,048400,351.774,342.839,361.318,1,2,1,431.4268
48407745,048400,295.461,318.47,294.646,1,2,1,157.6301
48407754,048400,384.315,377.497,449.524,1,2,1,271.3996
48407756,048400,515.856,512.276,575.652,1,2,1,153.9643
48407775,048400,400.056,363.198,399.32,1,2,1,153.9643
48407791,048400,361.207,413.146,346.976,1,2,1,121.5535
48407792,048400,333.385,367.52,317.269,1,2,1,144.1431
48407796,048400,311.594,298.371,344.008,1,2,1,295.6259
48407798,048400,343.151,299.006,344.32,1,2,1,79.87135
48407803,048400,417.551,394.496,384.339,1,2,1,138.5144
48407828,048400,394.51,403.206,402.6,1,2,1,208.5423
48407834,048400,521.653,503.943,532.768,1,2,1,123.6604
48407848,048400,386.239,302.927,360.63,1,2,1,416.4583
48407850,048400,449.075,356.99,406.488,1,2,1,153.9643
48407852,048400,448.435,401.956,430.268,1,2,1,208.5423
48407861,048400,306.878,325.587,355.048,1,2,1,170.1711
48407872,048400,325.282,267.752,328.983,1,2,1,157.6301
48407881,048400,213.546,264.865,258.551,1,2,1,144.1431
48407913,048400,367.687,407.795,436.941,1,2,1,436.4353
48407921,048400,265.909,266.679,309.656,1,2,1,123.6604
48407942,048400,468.036,508.951,467.996,1,2,1,321.4414
48407957,048400,475.906,401.737,456.962,1,2,1,208.5423
48407982,048400,486.842,516.562,505.544,1,2,1,132.9045
48407983,048400,432.561,436.625,446.932,1,2,1,153.9643
48407988,048400,364.035,405.46,392.851,1,2,1,144.1431
48408000,048400,345.798,369.952,396.214,1,2,1,460.0755
48408010,048400,432.938,382.573,369.377,1,2,1,403.2398
48408030,048400,408.339,462.11,438.849,1,2,1,338.4033
48408063,048400,373.338,395.593,331.43,1,2,1,321.4414
48408080,048400,323.191,306.645,293.538,1,2,1,153.9643
48408087,048400,408,394.793,399.252,1,2,1,79.87135
48408092,048400,275.212,390.835,333.042,1,2,1,153.9643
48408117,048400,465.135,446.558,472.646,1,2,1,403.2398
48408138,048400,236.486,274.245,268.322,1,2,1,153.9643
48408139,048400,305.839,342.135,367.6,1,2,1,153.9643
48408140,048400,360.283,425.916,472.845,1,2,1,321.4414
48408168,048400,407.981,345.627,347.962,1,2,1,356.9642
48408193,048400,257.158,341.32,280.216,1,2,1,170.1711
48408200,048400,459.61,503.4,471.727,1,2,1,108.3412
48408202,048400,436.046,442.185,415.091,1,2,1,195.5084
48408230,048400,381.539,378.511,414.137,1,2,1,121.5535
48408246,048400,325.292,262.786,333.682,1,2,1,168.6487
48408251,048400,520.504,555.492,505.053,1,2,1,108.3412
48408252,048400,346.157,309.593,351.955,1,2,1,79.87135
48408274,048400,472.487,463.46,456.659,1,2,1,153.9643
48408275,048400,450.598,366.374,412.275,1,2,1,416.4583
48408276,048400,353.546,458.109,454.831,1,2,1,321.4414
48408317,048400,321.752,283.545,350.314,1,2,1,356.9642
48408331,048400,489.16,428.036,461.601,1,2,1,208.5423
48408341,048400,314.218,320.392,318.389,1,2,1,138.0879
48408348,048400,369.8,353.754,400.993,1,2,1,271.3996
48408356,048400,372.859,428.755,399.589,1,2,1,126.3732
48408360,048400,311.855,334.489,316.313,1,2,1,153.9643
48408361,048400,369.076,282.922,301.819,1,2,1,416.4583
48408390,048400,441.013,428.737,453.151,1,2,1,374.0874
48408421,048400,320.393,361.364,354.298,1,2,1,195.5084
48408425,048400,368.805,309.838,369.369,1,2,1,133.4612
48408442,048400,238.332,346.616,314.554,1,2,1,108.3412
48408464,048400,376.811,425.274,418.136,1,2,1,138.0879
48408467,048400,459.454,383.619,459.45,1,2,1,208.5423
48408474,048400,341.944,355.247,352.295,1,2,1,153.9643
48408481,048400,400.737,448.776,402.873,1,2,1,144.1431
48408487,048400,277.614,311.133,323.793,1,2,1,459.0506
48408503,048400,352.477,346.776,393.886,1,2,1,126.7717
48408506,048400,393.697,437.156,374.442,1,2,1,108.3412
48408507,048400,202.702,176.624,224.65,1,2,1,393.4719
48408508,048400,341.012,160.718,236.917,1,2,1,79.87135
48408513,048400,413.526,464.501,412.22,1,2,1,132.9045
48408540,048400,371.227,379.967,383.341,1,2,1,79.87135
48408552,048400,365.451,383.517,405.46,1,2,1,179.8477
48408577,048400,436.549,523.723,532.576,1,2,1,126.3732
48408580,048400,326.919,347.128,350.197,1,2,1,403.2398
48408582,048400,383.944,373.548,342.014,1,2,1,436.4353
48408590,048400,308.331,295.281,248.775,1,2,1,153.9643
48408606,048400,263.792,230.748,201.784,1,2,1,153.9643
48408609,048400,238.28,392.015,304.92,1,2,1,436.4353
48408611,048400,351.063,350.797,377.044,1,2,1,460.0755
48408613,048400,282.756,323.467,277.193,1,2,1,153.9643
48408621,048400,443.575,362.504,404.662,1,2,1,79.87135
48408668,048400,359.489,323.285,288.219,1,2,1,153.9643
48408729,048400,367.324,384.256,360.344,1,2,1,108.3412
48408735,048400,526.268,486.177,490.476,1,2,1,195.5084
48408794,048400,268.07,341.043,301.68,1,2,1,179.8477
48408813,048400,273.404,284.835,365.885,1,2,1,153.9643
48408846,048400,535.946,496.409,544.944,1,2,1,118.9394
48408869,048400,313.532,296.54,330.489,1,2,1,356.9642
48408879,048400,417.126,429.197,426.441,1,2,1,121.5535
48408892,048400,390.627,434.055,384.907,1,2,1,138.5144
48408914,048400,539.786,553.969,537.844,1,2,1,153.9643
48408932,048400,463.115,454.986,461.466,1,2,1,284.5291
48408935,048400,479.629,300.105,362.379,1,2,1,79.87135
48408936,048400,428.6,479.165,435.417,1,2,1,108.3412
48408951,048400,439.412,401.889,424.926,1,2,1,126.7717
48408975,048400,316.633,349.617,344.426,1,2,1,271.3996
48408984,048400,421.761,465.683,411.248,1,2,1,132.9045
48409018,048400,250.71,330.964,280.633,1,2,1,170.1711
48409025,048400,583.499,546.854,558.846,1,2,1,126.3732
48409073,048400,511.779,427.091,415.621,1,2,1,153.9643
